unit,landuse,geo\time	2015 	2012 	2009 
CVA,LUD4,HU31	12.8 	15.2 	12 
CVA,LUD4,HU32	19.8 	8.5 	11.4 
CVA,LUD4,HU33	9.5 	7.9 	9.3 
CVA,LUD4,IE	16.5 	11 	37.2 
CVA,LUD4,IE0	16.5 	11 	37.2 
CVA,LUD4,IE01	24.6 	14.6 	: 
CVA,LUD4,IE02	23.2 	16.4 	38.1 
CVA,LUD4,IT	5.2 	6.6 	5.6 
CVA,LUD4,ITC	21.6 	14.5 	23 
CVA,LUD4,ITC1	23.3 	15.7 	25.1 
CVA,LUD4,ITC3	: 	34.2 	: 
CVA,LUD4,ITC4	32.4 	32.6 	33.1 
CVA,LUD4,ITF	7.3 	13.2 	16.1 
CVA,LUD4,ITF1	14.7 	33.8 	: 
CVA,LUD4,ITF2	6.2 	: 	12.7 
CVA,LUD4,ITF3	14.8 	15 	32.9 
CVA,LUD4,ITF5	10.3 	11.8 	16.3 
CVA,LUD4,ITF6	6.7 	6 	: 
CVA,LUD4,ITG	9.1 	7 	7.6 
CVA,LUD4,ITG1	28.8 	10.2 	7.2 
CVA,LUD4,ITG2	8.6 	9.6 	10.5 
CVA,LUD4,ITH	16.6 	15.6 	13.8 
CVA,LUD4,ITH1	: 	: 	7.9 
CVA,LUD4,ITH2	: 	18 	9.4 
CVA,LUD4,ITH3	: 	: 	50.8 
CVA,LUD4,ITH4	25.9 	35.6 	29.2 
CVA,LUD4,ITH5	19.4 	18.4 	24.6 
CVA,LUD4,ITI	11.3 	13.4 	6 
CVA,LUD4,ITI1	5.4 	8.9 	5.6 
CVA,LUD4,ITI2	34.7 	: 	: 
CVA,LUD4,ITI3	22.4 	23.4 	: 
CVA,LUD4,ITI4	26.9 	26.1 	16.1 
CVA,LUD4,LT	17 	15.5 	11.1 
CVA,LUD4,LT0	17 	15.5 	11.1 
CVA,LUD4,LT00	17 	15.5 	11.1 
CVA,LUD4,LU	: 	45.8 	47.6 
CVA,LUD4,LU0	: 	45.8 	47.6 
CVA,LUD4,LU00	: 	45.8 	47.6 
CVA,LUD4,LV	32.4 	20.1 	7.4 
CVA,LUD4,LV0	32.4 	20.1 	7.4 
CVA,LUD4,LV00	32.4 	20.1 	7.4 
CVA,LUD4,NL	13.9 	13.5 	15.8 
CVA,LUD4,NL1	21.3 	19 	20.1 
CVA,LUD4,NL13	13.8 	13.6 	17.1 
CVA,LUD4,NL2	15.5 	23.1 	23.3 
CVA,LUD4,NL22	18.3 	23.8 	25.7 
CVA,LUD4,NL23	: 	49.1 	: 
CVA,LUD4,NL3	27.3 	: 	: 
CVA,LUD4,NL32	47.9 	: 	: 
CVA,LUD4,NL4	24.2 	21.6 	34.7 
CVA,LUD4,NL41	26.7 	25.1 	34.6 
CVA,LUD4,PL	5.8 	4.9 	5.9 
CVA,LUD4,PL1	13.8 	12.6 	15.8 
CVA,LUD4,PL11	31 	28.7 	46.2 
CVA,LUD4,PL12	16 	14.2 	8 
CVA,LUD4,PL2	17.2 	13.6 	14.9 
CVA,LUD4,PL21	36.5 	21.7 	17.3 
CVA,LUD4,PL22	14.2 	18.2 	26.8 
CVA,LUD4,PL3	13.9 	13.4 	14.1 
CVA,LUD4,PL31	28.6 	13.1 	27.7 
CVA,LUD4,PL32	18.7 	42 	41.2 
CVA,LUD4,PL33	27.9 	31.7 	18.7 
CVA,LUD4,PL4	20.2 	16.8 	16.6 
CVA,LUD4,PL41	25.3 	20 	17.5 
CVA,LUD4,PL42	38.2 	37.4 	: 
CVA,LUD4,PL5	16.6 	13.4 	9.8 
CVA,LUD4,PL51	21.2 	20.2 	22 
CVA,LUD4,PL52	9.5 	17.1 	7.7 
CVA,LUD4,PL6	10.4 	8.5 	8.2 
CVA,LUD4,PL61	7.3 	5.4 	5 
CVA,LUD4,PL62	40.1 	36.1 	31.2 
CVA,LUD4,PL63	15.9 	14.8 	14 
CVA,LUD4,PT	6.1 	5.8 	6.5 
CVA,LUD4,PT1	6.1 	5.8 	6.5 
CVA,LUD4,PT11	11.8 	10.4 	: 
CVA,LUD4,PT15	8.8 	9.1 	: 
CVA,LUD4,PT16	9.7 	8.9 	3.1 
CVA,LUD4,PT18	8.7 	9.8 	8.9 
CVA,LUD4,RO	6.9 	8.1 	: 
CVA,LUD4,RO1	8 	8.6 	: 
CVA,LUD4,RO11	2.1 	2.1 	: 
CVA,LUD4,RO12	33.6 	27.3 	: 
CVA,LUD4,RO2	15.2 	13 	: 
CVA,LUD4,RO21	26.4 	: 	: 
CVA,LUD4,RO22	10.8 	12.4 	: 
CVA,LUD4,RO4	13.5 	20.3 	: 
CVA,LUD4,RO41	20 	28.2 	: 
CVA,LUD4,RO42	14.7 	32.3 	: 
CVA,LUD4,SE	18 	12.3 	5 
CVA,LUD4,SE1	60.2 	52.1 	9.1 
CVA,LUD4,SE11	: 	: 	21 
CVA,LUD4,SE12	61.1 	50.3 	11.4 
CVA,LUD4,SE2	19.2 	15.4 	11.3 
CVA,LUD4,SE21	53.2 	46 	8.4 
CVA,LUD4,SE22	22.5 	: 	: 
CVA,LUD4,SE23	18.8 	13 	35.8 
CVA,LUD4,SE3	40.2 	28 	14.8 
CVA,LUD4,SE32	49.8 	: 	: 
CVA,LUD4,SE33	80.6 	27.3 	13.6 
CVA,LUD4,SI	42.5 	18.9 	27.7 
CVA,LUD4,SI0	42.5 	18.9 	27.7 
CVA,LUD4,SI04	38.1 	19.8 	28.1 
CVA,LUD4,SK	8.3 	9.2 	19.1 
CVA,LUD4,SK0	8.3 	9.2 	19.1 
CVA,LUD4,SK01	16.7 	24.3 	: 
CVA,LUD4,SK02	11.8 	9.4 	14.4 
CVA,LUD4,SK03	: 	8.9 	17.5 
CVA,LUD4,SK04	10.3 	13.2 	49.6 
CVA,LUD4,UK	5.8 	6.4 	6.2 
CVA,LUD4,UKC	32.2 	17.9 	27.1 
CVA,LUD4,UKC1	35.4 	0 	21.4 
CVA,LUD4,UKD	11.2 	12.5 	21.7 
CVA,LUD4,UKD1	: 	: 	56.4 
CVA,LUD4,UKD3	47.6 	: 	87.5 
CVA,LUD4,UKD4	13.4 	14 	26.2 
CVA,LUD4,UKD6	: 	29.8 	: 
CVA,LUD4,UKD7	62.8 	78.2 	: 
CVA,LUD4,UKE	9.4 	9.6 	9.4 
CVA,LUD4,UKE1	22.2 	11.8 	8.3 
CVA,LUD4,UKE2	24.5 	23.1 	33.4 
CVA,LUD4,UKE3	0 	: 	51.9 
CVA,LUD4,UKE4	15 	17.1 	16.7 
CVA,LUD4,UKF	27.5 	13.1 	14.7 
CVA,LUD4,UKF1	: 	37.7 	25.8 
CVA,LUD4,UKF2	19.9 	14.7 	15.1 
CVA,LUD4,UKG	8.3 	11.1 	18.6 
CVA,LUD4,UKG1	5.8 	12.4 	13.2 
CVA,LUD4,UKG2	11.9 	11.5 	: 
CVA,LUD4,UKH	38.8 	14.8 	29.5 
CVA,LUD4,UKH1	28.1 	18.5 	32.1 
CVA,LUD4,UKH3	40.1 	27.5 	28.8 
CVA,LUD4,UKI	95.6 	68 	: 
CVA,LUD4,UKI6	90.9 	79 	: 
CVA,LUD4,UKJ	31.3 	86.9 	69.4 
CVA,LUD4,UKJ1	40.4 	61.5 	57.1 
CVA,LUD4,UKJ2	52.2 	45.7 	: 
CVA,LUD4,UKJ3	: 	68.9 	68.3 
CVA,LUD4,UKK	12.4 	10.5 	12.1 
CVA,LUD4,UKK1	15.7 	19.2 	24.8 
CVA,LUD4,UKK2	29.1 	: 	14.1 
CVA,LUD4,UKK3	11.3 	15.5 	31.1 
CVA,LUD4,UKK4	: 	8.2 	0 
CVA,LUD4,UKL	13.6 	16.6 	13.8 
CVA,LUD4,UKL1	10.8 	12.2 	11.4 
CVA,LUD4,UKM	14.2 	11.3 	9.4 
CVA,LUD4,UKM2	19.5 	18.9 	15.5 
CVA,LUD4,UKM3	: 	: 	20.2 
CVA,LUD4,UKM6	16.7 	10.2 	19.7 
CVA,LUD4,UKN	27 	36.6 	42.9 
CVA,LUD4,UKN0	27 	36.6 	42.9 
CVA,LUD5,AT	7.6 	7.9 	6.3 
CVA,LUD5,AT1	14 	14 	11.1 
CVA,LUD5,AT11	12.9 	19.4 	24.4 
CVA,LUD5,AT12	17.7 	22 	7.1 
CVA,LUD5,AT13	74.3 	87.9 	57.8 
CVA,LUD5,AT2	8 	5.9 	10.9 
CVA,LUD5,AT21	7.4 	5.5 	8.8 
CVA,LUD5,AT22	: 	11.9 	: 
CVA,LUD5,AT3	11.2 	8.6 	15.7 
CVA,LUD5,AT31	11.8 	15.8 	20.7 
CVA,LUD5,AT32	28.9 	: 	53.1 
CVA,LUD5,AT34	: 	8 	10.7 
CVA,LUD5,BE	16.9 	28 	20.7 
CVA,LUD5,BE2	21.8 	51.8 	35.6 
CVA,LUD5,BE21	26.8 	: 	: 
CVA,LUD5,BE23	: 	53.2 	29.9 
CVA,LUD5,BE25	35.1 	: 	59.4 
CVA,LUD5,BE3	21.2 	22.1 	12.1 
CVA,LUD5,BE31	: 	51.4 	: 
CVA,LUD5,BE34	22.9 	10.7 	3.4 
CVA,LUD5,BE35	13.5 	15.9 	: 
CVA,LUD5,BG	14.9 	20.4 	: 
CVA,LUD5,BG3	38 	29.8 	: 
CVA,LUD5,BG31	29.3 	20.4 	: 
CVA,LUD5,BG32	: 	46.1 	: 
CVA,LUD5,BG34	: 	82.1 	: 
CVA,LUD5,BG4	11.2 	14.2 	: 
CVA,LUD5,BG41	3.8 	26.8 	: 
CVA,LUD5,BG42	14 	3.9 	: 
CVA,LUD5,CY	11.5 	5.5 	: 
CVA,LUD5,CY0	11.5 	5.5 	: 
CVA,LUD5,CY00	11.5 	5.5 	: 
CVA,LUD5,CZ	27.3 	26.9 	7.3 
CVA,LUD5,CZ0	27.3 	26.9 	7.3 
CVA,LUD5,CZ01	: 	: 	0 
CVA,LUD5,CZ02	56.4 	: 	: 
CVA,LUD5,CZ03	: 	18.4 	: 
CVA,LUD5,CZ05	7.8 	23.2 	: 
CVA,LUD5,CZ06	58.8 	43.3 	: 
CVA,LUD5,CZ07	52 	: 	: 
CVA,LUD5,CZ08	: 	: 	9.4 
CVA,LUD5,DE	5.6 	9 	8.8 
CVA,LUD5,DE1	17 	34.7 	15.3 
CVA,LUD5,DE11	32.8 	43.3 	16.1 
CVA,LUD5,DE13	13.2 	: 	: 
CVA,LUD5,DE14	47.7 	46.9 	: 
CVA,LUD5,DE2	10.7 	14.6 	33 
CVA,LUD5,DE21	14.3 	29.5 	20.5 
CVA,LUD5,DE22	36.7 	: 	: 
CVA,LUD5,DE23	26.8 	21.3 	: 
CVA,LUD5,DE25	: 	15 	: 
CVA,LUD5,DE26	11.7 	: 	52.5 
CVA,LUD5,DE27	14.1 	28.7 	: 
CVA,LUD5,DE3	72.4 	: 	: 
CVA,LUD5,DE30	72.4 	: 	: 
CVA,LUD5,DE4	14.3 	22.7 	19.7 
CVA,LUD5,DE40	14.3 	22.7 	19.7 
CVA,LUD5,DE6	74.6 	: 	: 
CVA,LUD5,DE60	74.6 	: 	: 
CVA,LUD5,DE7	22 	26.2 	21.9 
CVA,LUD5,DE71	25.7 	33.4 	: 
CVA,LUD5,DE72	37 	: 	: 
CVA,LUD5,DE73	: 	: 	16.5 
CVA,LUD5,DE8	: 	11.4 	: 
CVA,LUD5,DE80	: 	11.4 	: 
CVA,LUD5,DE9	27.4 	: 	: 
CVA,LUD5,DE91	18.1 	: 	: 
CVA,LUD5,DE94	71.8 	: 	: 
CVA,LUD5,DEA	17.4 	23.9 	22.2 
CVA,LUD5,DEA1	37.1 	: 	: 
CVA,LUD5,DEA2	20.1 	37.3 	30.9 
CVA,LUD5,DEA4	: 	18.4 	19 
CVA,LUD5,DEA5	: 	: 	29.2 
CVA,LUD5,DEB	17.5 	23.5 	25 
CVA,LUD5,DEB1	15 	26.3 	22.9 
CVA,LUD5,DEB2	: 	: 	31.5 
CVA,LUD5,DEB3	26.3 	56.5 	57.4 
CVA,LUD5,DEC	15.5 	: 	26.5 
CVA,LUD5,DEC0	15.5 	: 	26.5 
CVA,LUD5,DED	27.8 	41.4 	79.6 
CVA,LUD5,DED2	20.3 	: 	: 
CVA,LUD5,DED4	28.6 	34.7 	57.4 
CVA,LUD5,DEE	21.8 	76.4 	27.5 
CVA,LUD5,DEE0	21.8 	76.4 	27.5 
CVA,LUD5,DEF	23 	24.1 	: 
CVA,LUD5,DEF0	23 	24.1 	: 
CVA,LUD5,DEG	39 	12.5 	22.4 
CVA,LUD5,DEG0	39 	12.5 	22.4 
CVA,LUD5,DK	18.7 	18.2 	17.9 
CVA,LUD5,DK0	18.7 	18.2 	17.9 
CVA,LUD5,DK02	13.5 	15.9 	26.5 
CVA,LUD5,DK04	34.5 	29.4 	26.2 
CVA,LUD5,DK05	12.4 	13.4 	12.8 
CVA,LUD5,EE	: 	: 	49.2 
CVA,LUD5,EE0	: 	: 	49.2 
CVA,LUD5,EE00	: 	: 	49.2 
CVA,LUD5,EL	7.4 	7.2 	7.6 
CVA,LUD5,EL3	23.6 	: 	21.7 
CVA,LUD5,EL30	23.6 	: 	21.7 
CVA,LUD5,EL4	21.8 	11.8 	13.2 
CVA,LUD5,EL42	34.1 	29.4 	: 
CVA,LUD5,EL43	27 	11.6 	15.7 
CVA,LUD5,EL5	9.1 	12.6 	16.3 
CVA,LUD5,EL51	17.2 	30.5 	21.3 
CVA,LUD5,EL52	7.9 	16.2 	: 
CVA,LUD5,EL53	: 	31 	22.2 
CVA,LUD5,EL6	11.6 	10.1 	9.6 
CVA,LUD5,EL61	14.3 	13.2 	19.3 
CVA,LUD5,EL63	31.8 	: 	: 
CVA,LUD5,EL64	: 	20.7 	20.3 
CVA,LUD5,EL65	4.6 	11.8 	5 
CVA,LUD5,ES	4.1 	3.4 	4 
CVA,LUD5,ES1	18.7 	12.3 	9.2 
CVA,LUD5,ES11	18.6 	13.1 	12 
CVA,LUD5,ES12	: 	: 	6.1 
CVA,LUD5,ES13	: 	: 	20.5 
CVA,LUD5,ES2	12.5 	7.4 	9.8 
CVA,LUD5,ES21	55.4 	28.8 	60 
CVA,LUD5,ES22	4.2 	15.6 	23.3 
CVA,LUD5,ES23	: 	13.8 	12.1 
CVA,LUD5,ES24	13.6 	10.5 	14.4 
CVA,LUD5,ES3	18.4 	19 	24.9 
CVA,LUD5,ES30	18.4 	19 	24.9 
CVA,LUD5,ES4	6.8 	5.2 	6.4 
CVA,LUD5,ES41	19.1 	18.6 	4.5 
CVA,LUD5,ES42	7.6 	6.2 	8.8 
CVA,LUD5,ES43	12.3 	9 	9.7 
CVA,LUD5,ES5	13.7 	9.6 	21.7 
CVA,LUD5,ES51	14.5 	7.6 	: 
CVA,LUD5,ES52	18.8 	17.1 	22.9 
CVA,LUD5,ES53	24.8 	37.5 	: 
CVA,LUD5,ES6	7.4 	10.4 	8.6 
CVA,LUD5,ES61	7.6 	13.2 	9 
CVA,LUD5,ES62	19.9 	17.5 	19.6 
CVA,LUD5,EU27_2007	2.1 	1.9 	: 
CVA,LUD5,EU27_2020	2 	: 	: 
CVA,LUD5,EU28	2 	: 	: 
CVA,LUD5,EU_V	2.1 	2.1 	2.2 
CVA,LUD5,FI	21.6 	19.5 	23.7 
CVA,LUD5,FI1	21.7 	19.6 	23.7 
CVA,LUD5,FI19	37.6 	31.3 	23.6 
CVA,LUD5,FI1B	56.6 	20.7 	: 
CVA,LUD5,FI1C	33.1 	14.5 	14.3 
CVA,LUD5,FI1D	38.8 	34.4 	70.6 
CVA,LUD5,FR	8.3 	6 	8.6 
CVA,LUD5,FR1	133.7 	64.4 	90.7 
CVA,LUD5,FR10	133.7 	64.4 	90.7 
CVA,LUD5,FR2	23 	11.9 	17.3 
CVA,LUD5,FR21	49 	7.2 	28.8 
CVA,LUD5,FR22	: 	: 	14.5 
CVA,LUD5,FR23	36.5 	30.4 	25.8 
CVA,LUD5,FR24	28.6 	16.5 	30.8 
CVA,LUD5,FR3	42.8 	18.1 	106.9 
CVA,LUD5,FR30	42.8 	18.1 	106.9 
CVA,LUD5,FR4	17.2 	17.4 	27.1 
CVA,LUD5,FR41	81.9 	35.6 	40.6 
CVA,LUD5,FR42	18 	27.3 	38.4 
CVA,LUD5,FR43	: 	37.8 	51.9 
CVA,LUD5,FR5	21.6 	20.8 	28.9 
CVA,LUD5,FR51	47.3 	27 	22 
CVA,LUD5,FR52	29.6 	44.4 	90.8 
CVA,LUD5,FR53	35.2 	8.1 	: 
CVA,LUD5,FR6	20.2 	16.7 	16.4 
CVA,LUD5,FR61	23.3 	21.8 	22.2 
CVA,LUD5,FR62	: 	25.3 	24.5 
CVA,LUD5,FR63	: 	55.1 	: 
CVA,LUD5,FR7	15.9 	12.8 	14.3 
CVA,LUD5,FR71	34 	11.9 	13.8 
CVA,LUD5,FR72	15.4 	30 	24.4 
CVA,LUD5,FR8	14.9 	9.3 	18.1 
CVA,LUD5,FR81	17.6 	15.1 	17.4 
CVA,LUD5,FR82	30.3 	12.8 	61 
CVA,LUD5,FR83	: 	11.6 	: 
CVA,LUD5,HR	21.8 	: 	: 
CVA,LUD5,HR0	21.8 	: 	: 
CVA,LUD5,HR03	26.4 	: 	: 
CVA,LUD5,HU	35.5 	37 	18 
CVA,LUD5,HU1	45.8 	: 	28.9 
CVA,LUD5,HU10	45.8 	: 	28.9 
CVA,LUD5,HU2	71.2 	42.9 	34.8 
CVA,LUD5,HU21	76.2 	50.2 	22.3 
CVA,LUD5,HU22	: 	: 	50.6 
CVA,LUD5,HU23	: 	: 	62.1 
CVA,LUD5,HU3	: 	: 	24.6 
CVA,LUD5,HU33	: 	: 	20.5 
CVA,LUD5,IE	20.2 	35.8 	12.3 
CVA,LUD5,IE0	20.2 	35.8 	12.3 
CVA,LUD5,IE01	20.8 	33.2 	17.5 
CVA,LUD5,IE02	44.2 	: 	16.6 
CVA,LUD5,IT	5.4 	4.1 	4.6 
CVA,LUD5,ITC	14.3 	12.1 	13.5 
CVA,LUD5,ITC1	23.8 	20.2 	15.8 
CVA,LUD5,ITC2	: 	8.3 	10.9 
CVA,LUD5,ITC3	25.6 	: 	: 
CVA,LUD5,ITC4	22.9 	21.1 	25.7 
CVA,LUD5,ITF	12.6 	7.1 	5.9 
CVA,LUD5,ITF1	: 	13.3 	: 
CVA,LUD5,ITF2	: 	3.6 	17.3 
CVA,LUD5,ITF3	24.7 	26.2 	11.3 
CVA,LUD5,ITF4	28.7 	12.8 	7.5 
CVA,LUD5,ITF5	: 	4.8 	31.6 
CVA,LUD5,ITF6	19 	17.7 	7.9 
CVA,LUD5,ITG	8 	5.5 	5.7 
CVA,LUD5,ITG1	7.3 	5.7 	7.2 
CVA,LUD5,ITG2	38.3 	18.1 	6.4 
CVA,LUD5,ITH	15.4 	18.2 	17.2 
CVA,LUD5,ITH1	19.5 	: 	4.2 
CVA,LUD5,ITH2	: 	21.6 	: 
CVA,LUD5,ITH3	30.4 	27.4 	50.9 
CVA,LUD5,ITH4	: 	40.4 	: 
CVA,LUD5,ITH5	26.6 	: 	21.1 
CVA,LUD5,ITI	9.5 	8.9 	10.5 
CVA,LUD5,ITI1	6.9 	11.6 	13.2 
CVA,LUD5,ITI2	: 	36.7 	17.9 
CVA,LUD5,ITI3	: 	16.4 	27.1 
CVA,LUD5,ITI4	19.1 	24.2 	13.2 
CVA,LUD5,LT	35.4 	: 	41.5 
CVA,LUD5,LT0	35.4 	: 	41.5 
CVA,LUD5,LT00	35.4 	: 	41.5 
CVA,LUD5,LU	: 	41.8 	: 
CVA,LUD5,LU0	: 	41.8 	: 
CVA,LUD5,LU00	: 	41.8 	: 
CVA,LUD5,LV	9.5 	40.9 	: 
CVA,LUD5,LV0	9.5 	40.9 	: 
CVA,LUD5,LV00	9.5 	40.9 	: 
CVA,LUD5,NL	24.3 	18.9 	18.1 
CVA,LUD5,NL1	14.3 	19.5 	: 
CVA,LUD5,NL11	: 	83 	: 
CVA,LUD5,NL12	16.7 	21.6 	: 
CVA,LUD5,NL13	: 	20.2 	: 
CVA,LUD5,NL2	53.1 	39.1 	50.6 
CVA,LUD5,NL21	46.5 	: 	: 
CVA,LUD5,NL22	: 	35.7 	57.4 
CVA,LUD5,NL23	: 	35.5 	: 
CVA,LUD5,NL3	43.4 	59.3 	33.1 
CVA,LUD5,NL31	: 	: 	37.1 
CVA,LUD5,NL32	39.1 	101.8 	: 
CVA,LUD5,NL33	43.4 	33.7 	39 
CVA,LUD5,NL34	: 	49.2 	: 
CVA,LUD5,NL4	: 	25.7 	32.2 
CVA,LUD5,NL41	: 	36.3 	32.1 
CVA,LUD5,NL42	: 	35.7 	: 
CVA,LUD5,PL	5.3 	5.3 	7.6 
CVA,LUD5,PL1	15 	13.8 	8.7 
CVA,LUD5,PL11	29 	18.1 	: 
CVA,LUD5,PL12	16.4 	9.3 	8.6 
CVA,LUD5,PL2	14.4 	13.3 	23.1 
CVA,LUD5,PL21	39.2 	34.5 	14.9 
CVA,LUD5,PL22	17.1 	15.7 	43.9 
CVA,LUD5,PL3	11.3 	10 	4.7 
CVA,LUD5,PL31	: 	9.2 	7 
CVA,LUD5,PL32	18.6 	32.2 	7.4 
CVA,LUD5,PL33	13.5 	19.2 	: 
CVA,LUD5,PL34	42.6 	: 	: 
CVA,LUD5,PL4	11.8 	13.6 	17.7 
CVA,LUD5,PL41	13.9 	16.1 	20.3 
CVA,LUD5,PL42	38.9 	: 	34.1 
CVA,LUD5,PL43	30.2 	22.5 	: 
CVA,LUD5,PL5	15.1 	27.3 	34.3 
CVA,LUD5,PL51	12.7 	: 	: 
CVA,LUD5,PL52	34.8 	22.4 	29.9 
CVA,LUD5,PL6	12.5 	11.1 	23.2 
CVA,LUD5,PL61	19.5 	13.2 	: 
CVA,LUD5,PL62	25.2 	: 	32.6 
CVA,LUD5,PL63	20.3 	17.7 	30.3 
CVA,LUD5,PT	7.1 	5.8 	6.6 
CVA,LUD5,PT1	7.1 	5.8 	6.6 
CVA,LUD5,PT11	12.6 	11.9 	11.1 
CVA,LUD5,PT15	: 	20.8 	: 
CVA,LUD5,PT16	21.1 	13.1 	10.3 
CVA,LUD5,PT17	: 	: 	50 
CVA,LUD5,PT18	2 	4.7 	6.3 
CVA,LUD5,RO	5.8 	4.4 	: 
CVA,LUD5,RO1	6.4 	3.9 	: 
CVA,LUD5,RO11	: 	6.3 	: 
CVA,LUD5,RO12	4 	2.6 	: 
CVA,LUD5,RO2	10.5 	4.2 	: 
CVA,LUD5,RO22	10.8 	4 	: 
CVA,LUD5,RO3	5.8 	20.5 	: 
CVA,LUD5,RO31	5.1 	18.7 	: 
CVA,LUD5,RO4	12.2 	7.4 	: 
CVA,LUD5,RO41	6.8 	3.3 	: 
CVA,LUD5,RO42	26.7 	18.7 	: 
CVA,LUD5,SE	17.9 	23 	14.9 
CVA,LUD5,SE1	: 	: 	48 
CVA,LUD5,SE11	: 	: 	55 
CVA,LUD5,SE2	32.6 	31.7 	30.2 
CVA,LUD5,SE21	51.7 	46.1 	: 
CVA,LUD5,SE22	36.9 	48.6 	30.1 
CVA,LUD5,SE23	: 	34.4 	: 
CVA,LUD5,SE3	20.1 	29.6 	21.8 
CVA,LUD5,SE31	18.4 	: 	32.8 
CVA,LUD5,SE32	: 	34.2 	17.1 
CVA,LUD5,SE33	41.7 	: 	: 
CVA,LUD5,SI	16.7 	11.8 	11 
CVA,LUD5,SI0	16.7 	11.8 	11 
CVA,LUD5,SI03	: 	30.5 	14.4 
CVA,LUD5,SI04	13.1 	10.6 	15.3 
CVA,LUD5,SK	21.7 	9.6 	10.7 
CVA,LUD5,SK0	21.7 	9.6 	10.7 
CVA,LUD5,SK02	37.2 	: 	18.3 
CVA,LUD5,SK03	23.1 	: 	: 
CVA,LUD5,SK04	: 	9.3 	7.2 
CVA,LUD5,UK	9 	9.7 	11.2 
CVA,LUD5,UKC	41.1 	: 	: 
CVA,LUD5,UKC2	34.9 	: 	: 
CVA,LUD5,UKD	28.4 	20 	23.3 
CVA,LUD5,UKD3	: 	: 	100.3 
CVA,LUD5,UKD4	19.7 	30.2 	14 
CVA,LUD5,UKD6	59.3 	: 	: 
CVA,LUD5,UKD7	61.2 	62.2 	61.1 
CVA,LUD5,UKE	100 	36.6 	: 
CVA,LUD5,UKE1	95.7 	: 	: 
CVA,LUD5,UKE4	: 	68 	: 
CVA,LUD5,UKF	37.5 	: 	25.2 
CVA,LUD5,UKF1	54.6 	: 	34.1 
CVA,LUD5,UKF2	56.4 	: 	: 
CVA,LUD5,UKG	60.8 	57.3 	71.4 
CVA,LUD5,UKG2	55.9 	57.2 	64.3 
CVA,LUD5,UKH	38.1 	26.5 	36.2 
CVA,LUD5,UKH1	18.6 	21.5 	18.7 
CVA,LUD5,UKH2	100.6 	: 	28.9 
CVA,LUD5,UKH3	: 	: 	94.1 
CVA,LUD5,UKJ	74 	: 	26.1 
CVA,LUD5,UKJ1	59.3 	: 	40.1 
CVA,LUD5,UKJ4	: 	: 	25.1 
CVA,LUD5,UKK	52.6 	103.6 	: 
CVA,LUD5,UKK1	: 	127.7 	: 
CVA,LUD5,UKK2	35.6 	: 	: 
CVA,LUD5,UKL	9.1 	9.5 	41.6 
CVA,LUD5,UKL1	9.5 	9.5 	43.8 
CVA,LUD5,UKL2	13.8 	: 	: 
CVA,LUD5,UKM	6.4 	8.9 	13.3 
CVA,LUD5,UKM2	: 	11.3 	29.1 
CVA,LUD5,UKM3	7.2 	33.5 	11.8 
CVA,LUD5,UKM5	17.2 	: 	: 
CVA,LUD5,UKM6	: 	20.8 	: 
CVA,LUD5,UKN	16.2 	10.3 	14.7 
CVA,LUD5,UKN0	16.2 	10.3 	14.7 
CVA,LUD6,AT	1.5 	1.7 	1.8 
CVA,LUD6,AT1	2.7 	2.9 	3.6 
CVA,LUD6,AT11	5.6 	7.5 	6.8 
CVA,LUD6,AT12	3.2 	3.2 	4.4 
CVA,LUD6,AT13	14.8 	18.1 	22 
CVA,LUD6,AT2	3.3 	3.8 	3.5 
CVA,LUD6,AT21	5.4 	6.3 	6.3 
CVA,LUD6,AT22	4.1 	4.7 	4.2 
CVA,LUD6,AT3	2.3 	2.5 	2.5 
CVA,LUD6,AT31	4 	4.1 	4.4 
CVA,LUD6,AT32	4.5 	7.7 	5.7 
CVA,LUD6,AT33	3.8 	4.4 	4.3 
CVA,LUD6,AT34	6.7 	8.5 	7.4 
CVA,LUD6,BE	3.2 	2.9 	3.9 
CVA,LUD6,BE1	55.3 	85.4 	78.8 
CVA,LUD6,BE10	55.3 	85.4 	78.8 
CVA,LUD6,BE2	4.5 	3.9 	6 
CVA,LUD6,BE21	8.4 	7.1 	7.3 
CVA,LUD6,BE22	9.6 	13.6 	27.1 
CVA,LUD6,BE23	6.7 	8.2 	8.4 
CVA,LUD6,BE24	8.9 	10.3 	9.5 
CVA,LUD6,BE25	9.4 	7.5 	13.4 
CVA,LUD6,BE3	4.5 	4 	4 
CVA,LUD6,BE31	19.7 	16.8 	18.2 
CVA,LUD6,BE32	6.1 	9.2 	10.3 
CVA,LUD6,BE33	6.8 	7 	7.2 
CVA,LUD6,BE34	9.6 	4 	4.7 
CVA,LUD6,BE35	14.4 	11.7 	13.1 
CVA,LUD6,BG	1.7 	1.5 	: 
CVA,LUD6,BG3	2 	1.6 	: 
CVA,LUD6,BG31	2.9 	2 	: 
CVA,LUD6,BG32	2.7 	2.4 	: 
CVA,LUD6,BG33	2.9 	2.3 	: 
CVA,LUD6,BG34	4.1 	4.1 	: 
CVA,LUD6,BG4	3.1 	2.1 	: 
CVA,LUD6,BG41	4.9 	3.4 	: 
CVA,LUD6,BG42	3.2 	1.1 	: 
CVA,LUD6,CY	3.1 	2.3 	: 
CVA,LUD6,CY0	3.1 	2.3 	: 
