unit,landuse,geo\time	2015 	2012 	2009 
PC,LUD4,EL64	0.3 u	0.6 	0.3 u
PC,LUD4,EL65	0.1 u	0.1 u	0.3 u
PC,LUD4,ES	0.4 	0.4 	0.5 
PC,LUD4,ES1	0.3 	0.2 	0.6 
PC,LUD4,ES11	0.3 	0.2 	0.4 
PC,LUD4,ES12	0.1 u	0.1 u	0.6 u
PC,LUD4,ES13	0.5 u	0.5 u	1.5 
PC,LUD4,ES2	0.2 	0.3 	0.3 
PC,LUD4,ES21	0.2 u	0.3 u	0.7 u
PC,LUD4,ES22	0.2 u	0.3 u	0.4 u
PC,LUD4,ES23	0.2 u	0.1 u	: 
PC,LUD4,ES24	0.1 	0.3 	0.3 
PC,LUD4,ES3	1 	0.9 	1.1 
PC,LUD4,ES30	1 	0.9 	1.1 
PC,LUD4,ES4	0.4 	0.5 	0.6 
PC,LUD4,ES41	0.2 	0.3 	0.4 
PC,LUD4,ES42	0.3 	0.3 	0.4 
PC,LUD4,ES43	0.8 	1.2 	1.6 
PC,LUD4,ES5	0.5 	0.5 	0.6 
PC,LUD4,ES51	0.4 	0.5 	0.4 
PC,LUD4,ES52	0.7 	0.6 	0.9 
PC,LUD4,ES6	0.4 	0.4 	0.5 
PC,LUD4,ES61	0.4 	0.4 	0.5 
PC,LUD4,ES62	0.3 u	0.4 	0.4 u
PC,LUD4,EU27_2007	0.1 	0.2 	: 
PC,LUD4,EU27_2020	0.1 	: 	: 
PC,LUD4,EU28	0.1 	: 	: 
PC,LUD4,EU_V	0.2 	0.2 	0.2 
PC,LUD4,FI	0 u	0 u	0 
PC,LUD4,FI1	0 u	0 u	0 
PC,LUD4,FI19	0 u	: 	0 u
PC,LUD4,FI1C	0.1 u	: 	: 
PC,LUD4,FI1D	0 u	0 u	0 
PC,LUD4,FR	0.1 	0.1 	0.1 
PC,LUD4,FR1	0.3 u	0.1 u	0.3 u
PC,LUD4,FR10	0.3 u	0.1 u	0.3 u
PC,LUD4,FR2	0.1 	0.1 	0.1 
PC,LUD4,FR21	0 u	0 u	0.1 u
PC,LUD4,FR22	0.2 u	0.1 u	0.1 u
PC,LUD4,FR23	0.3 u	0.2 u	0.3 u
PC,LUD4,FR24	0 u	: 	0 u
PC,LUD4,FR25	0.1 u	0.2 u	0.2 u
PC,LUD4,FR26	0 u	0 u	0.1 u
PC,LUD4,FR3	0.2 u	0.1 u	0.1 u
PC,LUD4,FR30	0.2 u	0.1 u	0.1 u
PC,LUD4,FR4	0.1 u	0.1 u	0.1 u
PC,LUD4,FR41	0.1 u	0.1 u	0.1 u
PC,LUD4,FR43	0.1 u	0.2 u	0.1 u
PC,LUD4,FR5	0.2 	0.1 	0.1 
PC,LUD4,FR51	0.2 	0.1 u	0.1 u
PC,LUD4,FR52	0.2 	0.2 u	0.2 u
PC,LUD4,FR53	0.2 u	0.1 u	0.2 u
PC,LUD4,FR6	0.1 	0.1 	0.1 
PC,LUD4,FR61	0.2 	0.1 u	0.1 u
PC,LUD4,FR62	0.1 u	0.1 u	0.1 
PC,LUD4,FR63	0 u	0.1 u	0.2 u
PC,LUD4,FR7	0.1 	0.1 	0.1 
PC,LUD4,FR71	0.1 	0.1 	0.1 
PC,LUD4,FR72	: 	0.1 u	: 
PC,LUD4,FR8	0.1 	0.1 	0.2 
PC,LUD4,FR81	0.1 u	0.1 u	0.2 
PC,LUD4,FR82	0.2 u	0.1 u	0 u
PC,LUD4,FR83	0.1 u	: 	0.3 u
PC,LUD4,HR	0.1 	: 	: 
PC,LUD4,HR0	0.1 	: 	: 
PC,LUD4,HR03	0.2 u	: 	: 
PC,LUD4,HR04	0.1 u	: 	: 
PC,LUD4,HU	0.2 	0.4 	0.6 
PC,LUD4,HU1	0.9 u	1.4 	1.5 
PC,LUD4,HU10	0.9 u	1.4 	1.5 
PC,LUD4,HU2	0.1 u	0.2 u	0.3 
PC,LUD4,HU21	0.1 u	0.2 u	0.3 u
PC,LUD4,HU22	: 	: 	0.1 u
PC,LUD4,HU23	0.2 u	0.3 u	0.4 u
PC,LUD4,HU3	0.2 	0.4 	0.7 
PC,LUD4,HU31	0.3 u	0.2 u	0.6 
PC,LUD4,HU32	0.1 u	0.5 	0.7 
PC,LUD4,HU33	0.3 u	0.4 	0.8 
PC,LUD4,IE	0.1 u	0.1 	0 u
PC,LUD4,IE0	0.1 u	0.1 	0 u
PC,LUD4,IE01	0.1 u	0.1 	: 
PC,LUD4,IE02	0.1 u	0.2 u	0 u
PC,LUD4,IT	0.1 	0.1 	0.1 
PC,LUD4,ITC	0.1 u	0.1 	0.1 u
PC,LUD4,ITC1	0 u	0.1 u	0 u
PC,LUD4,ITC3	: 	0.3 u	: 
PC,LUD4,ITC4	0.1 u	0.1 u	0.1 u
PC,LUD4,ITF	0.2 	0.1 	0.1 u
PC,LUD4,ITF1	0.3 u	0.1 u	: 
PC,LUD4,ITF2	0.7 u	: 	0.4 u
PC,LUD4,ITF3	0.2 u	0.2 u	0.2 u
PC,LUD4,ITF5	0.5 	0.4 u	0.1 u
PC,LUD4,ITF6	0.1 u	0.1 u	: 
PC,LUD4,ITG	0.1 	0 u	0.1 u
PC,LUD4,ITG1	0.1 u	0 u	0.1 u
PC,LUD4,ITG2	0.2 	0 u	0.1 u
PC,LUD4,ITH	0.1 	0.1 	0.2 
PC,LUD4,ITH1	: 	: 	0.1 u
PC,LUD4,ITH2	: 	0.1 u	0.3 u
PC,LUD4,ITH3	: 	: 	0.1 u
PC,LUD4,ITH4	0.1 u	0.1 u	0.1 u
PC,LUD4,ITH5	0.2 u	0.2 u	0.2 u
PC,LUD4,ITI	0.1 	0.1 u	0.2 
PC,LUD4,ITI1	0.1 u	0.1 u	0.3 u
PC,LUD4,ITI2	0.1 u	: 	: 
PC,LUD4,ITI3	0.1 u	0.1 u	: 
PC,LUD4,ITI4	0.1 u	0.2 u	0.2 u
PC,LUD4,LT	0 u	0.1 u	0.1 u
PC,LUD4,LT0	0 u	0.1 u	0.1 u
PC,LUD4,LT00	0 u	0.1 u	0.1 u
PC,LUD4,LU	: 	0.4 u	0.3 u
PC,LUD4,LU0	: 	0.4 u	0.3 u
PC,LUD4,LU00	: 	0.4 u	0.3 u
PC,LUD4,LV	0 u	0.1 u	0.2 
PC,LUD4,LV0	0 u	0.1 u	0.2 
PC,LUD4,LV00	0 u	0.1 u	0.2 
PC,LUD4,NL	0.5 	0.3 	0.2 
PC,LUD4,NL1	0.4 u	0.3 u	0.2 u
PC,LUD4,NL13	1.3 u	1 u	0.6 u
PC,LUD4,NL2	0.4 u	0.6 u	0.3 u
PC,LUD4,NL22	0.9 u	0.5 u	0.7 u
PC,LUD4,NL23	: 	1.8 u	: 
PC,LUD4,NL3	0.8 u	: 	: 
PC,LUD4,NL32	2.5 u	: 	: 
PC,LUD4,NL4	0.6 u	0.5 u	0.2 u
PC,LUD4,NL41	0.8 u	0.7 u	0.3 u
PC,LUD4,PL	0.1 	0.2 	0.1 
PC,LUD4,PL1	0.2 	0.2 	0.1 u
PC,LUD4,PL11	0.1 u	0.2 u	0.1 u
PC,LUD4,PL12	0.2 	0.2 	0.1 u
PC,LUD4,PL2	0.2 	0.4 	0.1 u
PC,LUD4,PL21	0.2 u	0.3 u	0.1 u
PC,LUD4,PL22	0.3 u	0.5 	0.1 u
PC,LUD4,PL3	0.1 	0.1 u	0.1 
PC,LUD4,PL31	0.1 u	0.1 u	0.1 u
PC,LUD4,PL32	0.2 u	0.1 u	0.1 u
PC,LUD4,PL33	0.1 u	0.1 u	0.4 u
PC,LUD4,PL4	0.1 u	0.1 u	0.1 u
PC,LUD4,PL41	0.1 u	0.1 u	0.2 u
PC,LUD4,PL42	0.1 u	0.1 u	: 
PC,LUD4,PL5	0.2 u	0.2 	0.1 u
PC,LUD4,PL51	0.2 u	0.2 u	0.1 u
PC,LUD4,PL52	0.1 u	0.3 u	0.2 u
PC,LUD4,PL6	0.2 	0.2 	0.2 
PC,LUD4,PL61	0.2 u	0.3 u	0.3 u
PC,LUD4,PL62	0 u	0.1 u	0.1 u
PC,LUD4,PL63	0.3 	0.2 u	0.3 u
PC,LUD4,PT	0.2 	0.1 	0.2 
PC,LUD4,PT1	0.2 	0.1 	0.2 
PC,LUD4,PT11	0.3 	0.2 u	: 
PC,LUD4,PT15	0.3 u	0.2 u	: 
PC,LUD4,PT16	0.1 u	0.2 	0.3 
PC,LUD4,PT18	0.2 u	0.1 u	0.2 u
PC,LUD4,RO	0.1 	0 	: 
PC,LUD4,RO1	0.1 u	0.1 u	: 
PC,LUD4,RO11	0.2 u	0.1 u	: 
PC,LUD4,RO12	0 u	0.1 u	: 
PC,LUD4,RO2	0 u	0 u	: 
PC,LUD4,RO21	0 u	: 	: 
PC,LUD4,RO22	0 u	0 u	: 
PC,LUD4,RO4	0.1 u	0 u	: 
PC,LUD4,RO41	0.1 u	0 u	: 
PC,LUD4,RO42	0 u	0 u	: 
PC,LUD4,SE	0 	0 	0 
PC,LUD4,SE1	0 u	0 u	0.1 
PC,LUD4,SE11	: 	: 	0.5 u
PC,LUD4,SE12	0 u	0 u	0.1 
PC,LUD4,SE2	0.1 u	0.1 	0.1 
PC,LUD4,SE21	0 u	0.1 u	0.1 u
PC,LUD4,SE22	0.1 u	: 	: 
PC,LUD4,SE23	0.1 u	0.2 u	0 u
PC,LUD4,SE3	0 u	0 u	0 u
PC,LUD4,SE32	0 u	: 	: 
PC,LUD4,SE33	0 u	0 u	0 u
PC,LUD4,SI	0 u	0.1 u	0.1 u
PC,LUD4,SI0	0 u	0.1 u	0.1 u
PC,LUD4,SI04	0.1 u	0.4 u	0.2 u
PC,LUD4,SK	0.3 	0.3 	0.2 
PC,LUD4,SK0	0.3 	0.3 	0.2 
PC,LUD4,SK01	0.5 u	0.2 u	: 
PC,LUD4,SK02	0.2 u	0.4 u	0.3 u
PC,LUD4,SK03	: 	0.1 u	0.2 u
PC,LUD4,SK04	0.6 	0.4 	0.1 u
PC,LUD4,UK	0.2 	0.2 	0.3 
PC,LUD4,UKC	0.2 u	0.1 u	0.8 
PC,LUD4,UKC1	0.7 u	0.3 u	2.2 
PC,LUD4,UKD	0.7 	0.3 u	0.6 
PC,LUD4,UKD1	: 	: 	0.1 u
PC,LUD4,UKD3	2.8 u	: 	1.2 u
PC,LUD4,UKD4	1.5 u	1 u	1.8 u
PC,LUD4,UKD6	: 	0.2 u	: 
PC,LUD4,UKD7	1.8 u	1.8 u	: 
PC,LUD4,UKE	0.6 	0.6 	0.8 
PC,LUD4,UKE1	0.2 u	0.3 u	0.4 u
PC,LUD4,UKE2	0.2 u	0.2 u	0.2 u
PC,LUD4,UKE3	0.3 u	: 	1.1 u
PC,LUD4,UKE4	2.9 u	3.1 	3.5 
PC,LUD4,UKF	0.1 u	0.4 u	0.3 
PC,LUD4,UKF1	: 	0.4 u	0.7 u
PC,LUD4,UKF2	0.3 u	0.8 u	0.3 u
PC,LUD4,UKG	0.5 u	0.3 	0.1 u
PC,LUD4,UKG1	0.5 u	0.3 u	0.3 u
PC,LUD4,UKG2	0.5 u	0.5 u	: 
PC,LUD4,UKH	0.2 u	0.1 u	0.3 u
PC,LUD4,UKH1	0.1 u	0.1 u	0.1 u
PC,LUD4,UKH3	1 u	0.2 u	1.5 u
PC,LUD4,UKI	1 u	1.7 u	: 
PC,LUD4,UKI6	4.5 u	7.6 u	: 
PC,LUD4,UKJ	0.2 u	0.3 u	0.2 u
PC,LUD4,UKJ1	0.3 u	0.2 u	0.1 u
PC,LUD4,UKJ2	0.3 u	0.3 u	: 
PC,LUD4,UKJ3	: 	0.5 u	0.8 u
PC,LUD4,UKK	0.2 u	0.2 u	0.4 
PC,LUD4,UKK1	0.3 u	0.3 u	0.2 u
PC,LUD4,UKK2	0.2 u	: 	0.3 u
PC,LUD4,UKK3	0.6 u	0.4 u	0.9 u
PC,LUD4,UKK4	: 	0.2 u	0.3 u
PC,LUD4,UKL	0.1 u	0.1 u	0.1 u
PC,LUD4,UKL1	0.1 u	0.1 u	0.2 u
PC,LUD4,UKM	0.1 u	0.1 	0.1 
PC,LUD4,UKM2	0.2 u	0.2 u	0.3 u
PC,LUD4,UKM3	: 	: 	0.3 u
PC,LUD4,UKM6	0 u	0.1 u	0 u
PC,LUD4,UKN	0.2 u	0.1 u	0.1 u
PC,LUD4,UKN0	0.2 u	0.1 u	0.1 u
PC,LUD5,AT	0.1 	0.1 	0.1 
PC,LUD5,AT1	0.2 	0.2 	0.3 u
PC,LUD5,AT11	0.2 u	0.6 u	0.7 u
PC,LUD5,AT12	0.2 u	0.1 u	0.1 u
PC,LUD5,AT13	2.7 u	1.4 u	3.9 u
PC,LUD5,AT2	0.1 u	0 u	0 u
PC,LUD5,AT21	0.3 u	0.1 u	0 u
PC,LUD5,AT22	: 	0 u	: 
PC,LUD5,AT3	0.1 	0.1 	0.1 
PC,LUD5,AT31	0.3 u	0.2 u	0.1 u
PC,LUD5,AT32	0.1 u	: 	0 u
PC,LUD5,AT34	: 	0.4 u	0.2 u
PC,LUD5,BE	0.2 	0.3 	0.2 u
PC,LUD5,BE2	0.3 	0.1 u	0.2 u
PC,LUD5,BE21	1.2 u	: 	: 
PC,LUD5,BE23	: 	0.4 u	0.5 u
PC,LUD5,BE25	0.3 u	: 	0.5 u
PC,LUD5,BE3	0.1 u	0.4 	0.1 u
PC,LUD5,BE31	: 	1.9 u	: 
PC,LUD5,BE34	0.2 u	0.9 u	0.4 u
PC,LUD5,BE35	0.3 u	0.3 u	: 
PC,LUD5,BG	0.1 	0.1 	: 
PC,LUD5,BG3	0 u	0.1 	: 
PC,LUD5,BG31	0.1 u	0.1 u	: 
PC,LUD5,BG32	: 	0.1 u	: 
PC,LUD5,BG34	: 	0 u	: 
PC,LUD5,BG4	0.2 	0.1 u	: 
PC,LUD5,BG41	0.1 u	0.1 u	: 
PC,LUD5,BG42	0.2 u	0.1 u	: 
PC,LUD5,CY	0.2 	0.6 	: 
PC,LUD5,CY0	0.2 	0.6 	: 
PC,LUD5,CY00	0.2 	0.6 	: 
PC,LUD5,CZ	0.1 	0.1 u	0 u
PC,LUD5,CZ0	0.1 	0.1 u	0 u
PC,LUD5,CZ01	: 	: 	4 u
PC,LUD5,CZ02	0.1 u	: 	: 
PC,LUD5,CZ03	: 	0.1 u	: 
PC,LUD5,CZ05	0.1 u	0.1 u	: 
PC,LUD5,CZ06	0.1 u	0.2 u	: 
PC,LUD5,CZ07	0.2 u	: 	: 
PC,LUD5,CZ08	: 	: 	0.3 u
PC,LUD5,DE	0.1 	0.1 	0.1 
PC,LUD5,DE1	0.2 	0.1 u	0 u
PC,LUD5,DE11	0.2 u	0.1 u	0.2 u
PC,LUD5,DE13	0.4 u	: 	: 
PC,LUD5,DE14	0.1 u	0.2 u	: 
PC,LUD5,DE2	0.1 	0.1 	0 u
PC,LUD5,DE21	0.1 u	0.3 u	0 u
PC,LUD5,DE22	0.1 u	: 	: 
PC,LUD5,DE23	0.2 u	0.1 u	: 
PC,LUD5,DE25	: 	0.2 u	: 
PC,LUD5,DE26	0.3 u	: 	0.1 u
PC,LUD5,DE27	0.1 u	0.3 u	: 
PC,LUD5,DE3	1.2 u	: 	: 
PC,LUD5,DE30	1.2 u	: 	: 
PC,LUD5,DE4	0.1 u	0.1 u	0.2 u
PC,LUD5,DE40	0.1 u	0.1 u	0.2 u
PC,LUD5,DE6	1.5 u	: 	: 
PC,LUD5,DE60	1.5 u	: 	: 
PC,LUD5,DE7	0.2 u	0.2 u	0.1 u
PC,LUD5,DE71	0.4 u	0.5 u	: 
PC,LUD5,DE72	0.2 u	: 	: 
PC,LUD5,DE73	: 	: 	0.1 u
PC,LUD5,DE8	: 	0.1 u	: 
PC,LUD5,DE80	: 	0.1 u	: 
PC,LUD5,DE9	0 u	: 	: 
PC,LUD5,DE91	0.2 u	: 	: 
PC,LUD5,DE94	0 u	: 	: 
PC,LUD5,DEA	0.2 	0.1 u	0.3 
PC,LUD5,DEA1	0.2 u	: 	: 
PC,LUD5,DEA2	0.6 u	0.3 u	0.7 u
PC,LUD5,DEA4	: 	0.2 u	0.3 u
PC,LUD5,DEA5	: 	: 	0.5 u
PC,LUD5,DEB	0.2 u	0.2 u	0.2 u
PC,LUD5,DEB1	0.2 u	0.4 u	0.1 u
PC,LUD5,DEB2	: 	: 	0.4 u
PC,LUD5,DEB3	0.4 u	0.2 u	0.3 u
PC,LUD5,DEC	1 u	: 	0.6 u
PC,LUD5,DEC0	1 u	: 	0.6 u
PC,LUD5,DED	0.2 u	0.1 u	0.1 u
PC,LUD5,DED2	0.1 u	: 	: 
PC,LUD5,DED4	0.4 u	0.2 u	0.3 u
PC,LUD5,DEE	0.2 u	0 u	0.1 u
PC,LUD5,DEE0	0.2 u	0 u	0.1 u
PC,LUD5,DEF	0 u	0 u	: 
PC,LUD5,DEF0	0 u	0 u	: 
PC,LUD5,DEG	0.1 u	0.1 u	0.2 u
PC,LUD5,DEG0	0.1 u	0.1 u	0.2 u
PC,LUD5,DK	0.1 u	0.1 	0.2 
PC,LUD5,DK0	0.1 u	0.1 	0.2 
PC,LUD5,DK02	0.2 u	0.2 u	0.4 u
PC,LUD5,DK04	0.2 u	0.3 u	0.4 u
PC,LUD5,DK05	0.1 u	0.2 u	0.2 u
PC,LUD5,EE	: 	: 	0.1 u
PC,LUD5,EE0	: 	: 	0.1 u
PC,LUD5,EE00	: 	: 	0.1 u
PC,LUD5,EL	0.1 	0.1 	0.1 
PC,LUD5,EL3	0.4 u	: 	0.9 u
PC,LUD5,EL30	0.4 u	: 	0.9 u
PC,LUD5,EL4	0.1 u	0.3 u	0.1 u
PC,LUD5,EL42	0.2 u	0.2 u	: 
PC,LUD5,EL43	0.1 u	0.4 u	0.2 u
PC,LUD5,EL5	0 u	0.1 	0.1 u
PC,LUD5,EL51	0.1 u	0.1 u	0.2 u
PC,LUD5,EL52	0.1 u	0.2 u	: 
PC,LUD5,EL53	: 	0.1 u	0.2 u
PC,LUD5,EL6	0.1 u	0.1 	0.1 u
PC,LUD5,EL61	0.1 u	0.1 u	0.1 u
PC,LUD5,EL63	0.1 u	: 	: 
PC,LUD5,EL64	: 	0.1 u	0.1 u
PC,LUD5,EL65	0.1 u	0.2 u	0.1 u
PC,LUD5,ES	0.1 	0.1 	0.1 
PC,LUD5,ES1	0.1 u	0.2 	0.3 
PC,LUD5,ES11	0.2 u	0.2 	0.3 
PC,LUD5,ES12	: 	: 	0.1 u
PC,LUD5,ES13	: 	: 	0.5 u
PC,LUD5,ES2	0.1 u	0.2 	0.1 
PC,LUD5,ES21	0.2 u	0.3 u	0.1 u
PC,LUD5,ES22	0.1 u	0.3 u	0.1 u
PC,LUD5,ES23	: 	0.5 u	0.4 u
PC,LUD5,ES24	0 u	0.1 u	0.1 u
PC,LUD5,ES3	1 	1 	0.8 u
PC,LUD5,ES30	1 	1 	0.8 u
PC,LUD5,ES4	0.1 	0.1 	0.1 
PC,LUD5,ES41	0 u	0 u	0 u
PC,LUD5,ES42	0.1 	0.1 	0.1 
PC,LUD5,ES43	0.1 u	0.2 	0.1 u
PC,LUD5,ES5	0.1 	0.2 	0.1 
PC,LUD5,ES51	0.1 u	0.1 u	: 
PC,LUD5,ES52	0.2 u	0.2 u	0.2 
PC,LUD5,ES53	0.2 u	0.2 u	: 
PC,LUD5,ES6	0.1 	0.1 	0.1 
PC,LUD5,ES61	0.1 	0.1 	0.1 
PC,LUD5,ES62	0.2 u	0.2 u	0.3 u
PC,LUD5,EU27_2007	0.1 	0.1 	: 
PC,LUD5,EU27_2020	0.1 	: 	: 
PC,LUD5,EU28	0.1 	: 	: 
PC,LUD5,EU_V	0.1 	0.1 	0.1 
PC,LUD5,FI	0 	0 	0 
PC,LUD5,FI1	0 	0 	0 
PC,LUD5,FI19	0.1 u	0 u	0.1 u
PC,LUD5,FI1B	0.2 u	0.1 u	: 
PC,LUD5,FI1C	0.1 u	0.1 u	0 u
PC,LUD5,FI1D	0 u	0 u	0 u
PC,LUD5,FR	0.1 	0.1 	0.1 
PC,LUD5,FR1	0.1 u	0.2 u	0.3 u
PC,LUD5,FR10	0.1 u	0.2 u	0.3 u
PC,LUD5,FR2	0 	0 	0.1 
PC,LUD5,FR21	0 u	0 u	0.1 u
PC,LUD5,FR22	: 	: 	0 u
PC,LUD5,FR23	0.1 u	0.2 u	0.3 u
PC,LUD5,FR24	0.1 u	0.1 u	0.1 u
PC,LUD5,FR3	0.1 u	0.1 u	0.1 u
PC,LUD5,FR30	0.1 u	0.1 u	0.1 u
PC,LUD5,FR4	0.2 	0.1 	0.1 u
PC,LUD5,FR41	0.1 u	0.1 u	0.1 u
PC,LUD5,FR42	0.7 u	0.5 u	0.2 u
PC,LUD5,FR43	: 	0.1 u	0 u
PC,LUD5,FR5	0.1 	0.1 	0.1 u
PC,LUD5,FR51	0.1 u	0.1 u	0.2 u
PC,LUD5,FR52	0.1 u	0.1 u	0.1 u
PC,LUD5,FR53	0.1 u	0.1 u	: 
PC,LUD5,FR6	0 u	0 	0.1 
PC,LUD5,FR61	0.1 u	0.1 u	0.2 
PC,LUD5,FR62	: 	0 u	0 u
PC,LUD5,FR63	: 	0 u	: 
PC,LUD5,FR7	0.1 u	0.1 	0.1 
PC,LUD5,FR71	0 u	0.2 	0.1 
PC,LUD5,FR72	0.1 u	0.1 u	0.2 u
PC,LUD5,FR8	0.1 	0.1 	0.1 
PC,LUD5,FR81	0.2 u	0.2 u	0.2 
PC,LUD5,FR82	0 u	0.1 u	0.1 u
PC,LUD5,FR83	: 	0.2 u	: 
PC,LUD5,HR	0 u	: 	: 
PC,LUD5,HR0	0 u	: 	: 
PC,LUD5,HR03	0.1 u	: 	: 
PC,LUD5,HU	0 u	0 u	0.1 
PC,LUD5,HU1	0.3 u	: 	0.4 u
PC,LUD5,HU10	0.3 u	: 	0.4 u
PC,LUD5,HU2	0 u	0 u	0.1 u
PC,LUD5,HU21	0.2 u	0.1 u	0.2 u
PC,LUD5,HU22	: 	: 	0.1 u
PC,LUD5,HU23	: 	: 	0.1 u
PC,LUD5,HU3	: 	: 	0 u
PC,LUD5,HU33	: 	: 	0.1 u
PC,LUD5,IE	0.1 u	0 u	0.2 
PC,LUD5,IE0	0.1 u	0 u	0.2 
PC,LUD5,IE01	0.1 u	0 u	0.2 u
PC,LUD5,IE02	0 u	: 	0.2 
PC,LUD5,IT	0.2 	0.3 	0.3 
PC,LUD5,ITC	0.2 	0.2 	0.2 
PC,LUD5,ITC1	0.2 u	0.1 u	0.2 u
PC,LUD5,ITC2	: 	0.5 u	0.4 u
PC,LUD5,ITC3	0.3 u	: 	: 
PC,LUD5,ITC4	0.3 	0.4 	0.4 
PC,LUD5,ITF	0.1 	0.2 	0.4 
PC,LUD5,ITF1	: 	0.2 u	: 
PC,LUD5,ITF2	: 	0.3 u	0.3 u
PC,LUD5,ITF3	0.2 u	0.2 u	0.5 u
PC,LUD5,ITF4	0.2 u	0.3 u	0.6 
PC,LUD5,ITF5	: 	0.1 u	0.2 u
PC,LUD5,ITF6	0.2 u	0.2 u	0.5 
PC,LUD5,ITG	0.2 	0.5 	0.2 
PC,LUD5,ITG1	0.4 	0.8 	0.1 u
PC,LUD5,ITG2	0.1 u	0.2 u	0.3 u
PC,LUD5,ITH	0.2 	0.1 	0.2 
PC,LUD5,ITH1	0.1 u	: 	0.1 u
PC,LUD5,ITH2	: 	0.2 u	: 
PC,LUD5,ITH3	0.3 	0.4 	0.2 u
PC,LUD5,ITH4	: 	0.1 u	: 
PC,LUD5,ITH5	0.2 u	: 	0.3 
PC,LUD5,ITI	0.1 	0.3 	0.2 
PC,LUD5,ITI1	0.2 u	0.3 	0.3 u
PC,LUD5,ITI2	: 	0.2 u	0.2 u
PC,LUD5,ITI3	: 	0.5 u	0.4 u
PC,LUD5,ITI4	0.2 u	0.1 u	0.1 u
PC,LUD5,LT	0 u	: 	0 u
PC,LUD5,LT0	0 u	: 	0 u
PC,LUD5,LT00	0 u	: 	0 u
PC,LUD5,LU	: 	0.8 u	: 
PC,LUD5,LU0	: 	0.8 u	: 
PC,LUD5,LU00	: 	0.8 u	: 
PC,LUD5,LV	0 u	0 u	: 
PC,LUD5,LV0	0 u	0 u	: 
PC,LUD5,LV00	0 u	0 u	: 
PC,LUD5,NL	0.3 	0.5 	0.1 u
PC,LUD5,NL1	0.4 u	0.5 u	: 
PC,LUD5,NL11	: 	0.3 u	: 
PC,LUD5,NL12	0.8 u	0.6 u	: 
PC,LUD5,NL13	: 	0.6 u	: 
PC,LUD5,NL2	0.2 u	0.3 u	0.1 u
PC,LUD5,NL21	0.6 u	: 	: 
PC,LUD5,NL22	: 	0.3 u	0.1 u
PC,LUD5,NL23	: 	0.9 u	: 
PC,LUD5,NL3	0.6 u	0.5 u	0.3 u
PC,LUD5,NL31	: 	: 	0.8 u
PC,LUD5,NL32	0.5 u	0.4 u	: 
PC,LUD5,NL33	1.4 u	0.7 u	0.5 u
PC,LUD5,NL34	: 	0.9 u	: 
PC,LUD5,NL4	: 	0.9 	0.2 u
PC,LUD5,NL41	: 	0.7 u	0.3 u
PC,LUD5,NL42	: 	1.5 u	: 
PC,LUD5,PL	0.2 	0.1 	0.1 
PC,LUD5,PL1	0.1 	0.1 u	0 u
PC,LUD5,PL11	0.1 u	0.1 u	: 
PC,LUD5,PL12	0.1 u	0 u	0 u
PC,LUD5,PL2	0.4 	0.4 	0.1 u
PC,LUD5,PL21	0.1 u	0.1 u	0.1 u
PC,LUD5,PL22	0.9 	0.7 	0.1 u
PC,LUD5,PL3	0.1 	0.1 	0.1 u
PC,LUD5,PL31	: 	0.2 u	0.1 u
PC,LUD5,PL32	0.2 u	0.1 u	0.2 u
PC,LUD5,PL33	0.2 u	0.3 u	: 
PC,LUD5,PL34	0.1 u	: 	: 
PC,LUD5,PL4	0.2 	0.1 	0.1 u
PC,LUD5,PL41	0.3 	0.2 u	0.1 u
PC,LUD5,PL42	0.1 u	: 	0.1 u
PC,LUD5,PL43	0.1 u	0.2 u	: 
PC,LUD5,PL5	0.1 u	0.1 u	0.1 u
PC,LUD5,PL51	0.1 u	: 	: 
PC,LUD5,PL52	0.1 u	0.3 u	0.2 u
PC,LUD5,PL6	0.2 	0.2 	0.1 u
PC,LUD5,PL61	0.2 u	0.3 u	: 
PC,LUD5,PL62	0.2 u	: 	0.1 u
PC,LUD5,PL63	0.3 u	0.2 u	0.1 u
PC,LUD5,PT	0.1 	0.2 	0.2 
PC,LUD5,PT1	0.1 	0.2 	0.2 
PC,LUD5,PT11	0.1 u	0.2 	0.4 
PC,LUD5,PT15	: 	0.1 u	: 
PC,LUD5,PT16	0.1 u	0.2 	0 u
PC,LUD5,PT17	: 	: 	0.6 u
PC,LUD5,PT18	0.1 u	0.2 	0.2 u
PC,LUD5,RO	0 	0.1 	: 
PC,LUD5,RO1	0 u	0.1 	: 
PC,LUD5,RO11	: 	0.2 	: 
PC,LUD5,RO12	0.1 u	0.1 u	: 
PC,LUD5,RO2	0 u	0 u	: 
PC,LUD5,RO22	0 u	0.1 u	: 
PC,LUD5,RO3	0 u	0.1 u	: 
PC,LUD5,RO31	0 u	0.1 u	: 
PC,LUD5,RO4	0.1 u	0.1 u	: 
PC,LUD5,RO41	0.1 u	0.1 u	: 
PC,LUD5,RO42	0 u	0.1 u	: 
PC,LUD5,SE	0 	0 u	0 
PC,LUD5,SE1	: 	: 	0 u
PC,LUD5,SE11	: 	: 	0.2 u
PC,LUD5,SE2	0 u	0.1 u	0 u
PC,LUD5,SE21	0 u	0.1 u	: 
PC,LUD5,SE22	0.2 u	0.1 u	0.2 u
PC,LUD5,SE23	: 	0 u	: 
PC,LUD5,SE3	0 u	0 u	0 u
PC,LUD5,SE31	0 u	: 	0 u
